"Subject","Sample_Num","Full_Sample_ID","t","X_accel","Y_accel","Z_accel","Label"
1,1,"Subj_1_Sample_1",101,1624,2231,1969,"Work"
1,1,"Subj_1_Sample_1",102,1641,2254,1993,"Work"
1,1,"Subj_1_Sample_1",103,1681,2243,1949,"Work"
1,1,"Subj_1_Sample_1",104,1651,2188,1951,"Work"
1,1,"Subj_1_Sample_1",105,1632,2226,1956,"Work"
1,1,"Subj_1_Sample_1",106,1632,2227,1990,"Work"
1,1,"Subj_1_Sample_1",107,1648,2226,1953,"Work"
1,1,"Subj_1_Sample_1",108,1643,2242,1955,"Work"
1,1,"Subj_1_Sample_1",109,1638,2284,1966,"Work"
1,1,"Subj_1_Sample_1",110,1586,2279,1882,"Work"
1,1,"Subj_1_Sample_1",111,1578,2309,1748,"Work"
1,1,"Subj_1_Sample_1",112,1559,2263,1978,"Work"
1,1,"Subj_1_Sample_1",113,1635,2300,2010,"Work"
1,1,"Subj_1_Sample_1",114,1671,2221,1918,"Work"
1,1,"Subj_1_Sample_1",115,1687,2237,1771,"Work"
1,1,"Subj_1_Sample_1",116,1704,2222,1758,"Work"
1,1,"Subj_1_Sample_1",117,1757,2251,1849,"Work"
1,1,"Subj_1_Sample_1",118,1806,2220,1794,"Work"
1,1,"Subj_1_Sample_1",119,1814,2189,1827,"Work"
1,1,"Subj_1_Sample_1",120,1839,2139,1882,"Work"
1,1,"Subj_1_Sample_1",121,1844,2134,1929,"Work"
1,1,"Subj_1_Sample_1",122,1929,2409,2739,"Work"
1,1,"Subj_1_Sample_1",123,1806,2043,1799,"Work"
1,1,"Subj_1_Sample_1",124,1782,2541,2169,"Work"
1,1,"Subj_1_Sample_1",125,1775,2184,1935,"Work"
1,1,"Subj_1_Sample_1",126,1855,2142,1835,"Work"
1,1,"Subj_1_Sample_1",127,1893,2221,1756,"Work"
1,1,"Subj_1_Sample_1",128,1876,2244,1747,"Work"
1,1,"Subj_1_Sample_1",129,1950,2319,1671,"Work"
1,1,"Subj_1_Sample_1",130,1811,2259,1713,"Work"
1,1,"Subj_1_Sample_1",131,1876,2298,1680,"Work"
1,1,"Subj_1_Sample_1",132,1889,2297,1644,"Work"
1,1,"Subj_1_Sample_1",133,1883,2295,1717,"Work"
1,1,"Subj_1_Sample_1",134,1902,2284,1773,"Work"
1,1,"Subj_1_Sample_1",135,1937,2275,1780,"Work"
1,1,"Subj_1_Sample_1",136,1978,2290,1806,"Work"
1,1,"Subj_1_Sample_1",137,2026,2295,1821,"Work"
1,1,"Subj_1_Sample_1",138,2066,2307,1828,"Work"
1,1,"Subj_1_Sample_1",139,2106,2322,1826,"Work"
1,1,"Subj_1_Sample_1",140,2123,2323,1815,"Work"
1,1,"Subj_1_Sample_1",141,2052,2291,1851,"Work"
1,1,"Subj_1_Sample_1",142,2006,2291,1840,"Work"
1,1,"Subj_1_Sample_1",143,2028,2332,1749,"Work"
1,1,"Subj_1_Sample_1",144,2034,2347,1709,"Work"
1,1,"Subj_1_Sample_1",145,1985,2302,1755,"Work"
1,1,"Subj_1_Sample_1",146,1997,2323,1735,"Work"
1,1,"Subj_1_Sample_1",147,2069,2334,1721,"Work"
1,1,"Subj_1_Sample_1",148,2081,2327,1775,"Work"
1,1,"Subj_1_Sample_1",149,2105,2294,1825,"Work"
1,1,"Subj_1_Sample_1",150,2131,2267,1858,"Work"
1,1,"Subj_1_Sample_1",151,2098,2254,1879,"Work"
1,1,"Subj_1_Sample_1",152,2127,2277,1830,"Work"
1,1,"Subj_1_Sample_1",153,2175,2267,1800,"Work"
1,1,"Subj_1_Sample_1",154,2029,2174,1743,"Work"
1,1,"Subj_1_Sample_1",155,2191,2211,1820,"Work"
1,1,"Subj_1_Sample_1",156,2182,2288,1802,"Work"
1,1,"Subj_1_Sample_1",157,2139,2283,1824,"Work"
1,1,"Subj_1_Sample_1",158,2151,2329,1898,"Work"
1,1,"Subj_1_Sample_1",159,2168,2339,2014,"Work"
1,1,"Subj_1_Sample_1",160,2156,2375,2053,"Work"
1,1,"Subj_1_Sample_1",161,2189,2348,1966,"Work"
1,1,"Subj_1_Sample_1",162,2238,2314,1917,"Work"
1,1,"Subj_1_Sample_1",163,2183,2316,1940,"Work"
1,1,"Subj_1_Sample_1",164,2100,2323,1973,"Work"
1,1,"Subj_1_Sample_1",165,1985,2367,1966,"Work"
1,1,"Subj_1_Sample_1",166,2001,2228,1669,"Work"
1,1,"Subj_1_Sample_1",167,2061,2233,1707,"Work"
1,1,"Subj_1_Sample_1",168,2102,2293,1915,"Work"
1,1,"Subj_1_Sample_1",169,2085,2351,2013,"Work"
1,1,"Subj_1_Sample_1",170,2224,2324,1999,"Work"
1,1,"Subj_1_Sample_1",171,2227,2313,2012,"Work"
1,1,"Subj_1_Sample_1",172,2227,2303,2020,"Work"
1,1,"Subj_1_Sample_1",173,2195,2282,2108,"Work"
1,1,"Subj_1_Sample_1",174,2209,2315,2050,"Work"
1,1,"Subj_1_Sample_1",175,2092,2147,2033,"Work"
1,1,"Subj_1_Sample_1",176,2185,2186,2155,"Work"
1,1,"Subj_1_Sample_1",177,2275,2355,2239,"Work"
1,1,"Subj_1_Sample_1",178,2289,2385,2032,"Work"
1,1,"Subj_1_Sample_1",179,2356,2325,1991,"Work"
1,1,"Subj_1_Sample_1",180,2190,2262,1912,"Work"
1,1,"Subj_1_Sample_1",181,2092,2279,1960,"Work"
1,1,"Subj_1_Sample_1",182,2112,2286,2002,"Work"
1,1,"Subj_1_Sample_1",183,2143,2373,2000,"Work"
1,1,"Subj_1_Sample_1",184,2176,2346,2002,"Work"
1,1,"Subj_1_Sample_1",185,2053,2279,2062,"Work"
1,1,"Subj_1_Sample_1",186,2274,2424,1944,"Work"
1,1,"Subj_1_Sample_1",187,2117,2183,2107,"Work"
1,1,"Subj_1_Sample_1",188,2131,2476,1990,"Work"
1,1,"Subj_1_Sample_1",189,2076,2339,1945,"Work"
1,1,"Subj_1_Sample_1",190,2115,2311,1942,"Work"
1,1,"Subj_1_Sample_1",191,1979,2430,1943,"Work"
1,1,"Subj_1_Sample_1",192,2107,2506,1852,"Work"
1,1,"Subj_1_Sample_1",193,2148,2366,1979,"Work"
1,1,"Subj_1_Sample_1",194,2050,2320,1910,"Work"
1,1,"Subj_1_Sample_1",195,2033,2394,1986,"Work"
1,1,"Subj_1_Sample_1",196,2133,2381,1935,"Work"
1,1,"Subj_1_Sample_1",197,2110,2343,1943,"Work"
1,1,"Subj_1_Sample_1",198,2132,2196,2021,"Work"
1,1,"Subj_1_Sample_1",199,2090,2329,2127,"Work"
1,1,"Subj_1_Sample_1",200,2059,2360,2217,"Work"
1,1,"Subj_1_Sample_1",201,2029,2243,2032,"Work"
1,1,"Subj_1_Sample_1",202,1880,2312,2130,"Work"
1,1,"Subj_1_Sample_1",203,1895,2259,2209,"Work"
1,1,"Subj_1_Sample_1",204,1911,2225,2248,"Work"
1,1,"Subj_1_Sample_1",205,1777,2402,2269,"Work"
1,1,"Subj_1_Sample_1",206,1744,2405,2218,"Work"
1,1,"Subj_1_Sample_1",207,1681,2471,2331,"Work"
1,1,"Subj_1_Sample_1",208,1822,2426,2282,"Work"
1,1,"Subj_1_Sample_1",209,1956,2470,2211,"Work"
1,1,"Subj_1_Sample_1",210,2005,2381,2140,"Work"
1,1,"Subj_1_Sample_1",211,1986,2407,2131,"Work"
1,1,"Subj_1_Sample_1",212,2007,2339,2141,"Work"
1,1,"Subj_1_Sample_1",213,1973,2359,2219,"Work"
1,1,"Subj_1_Sample_1",214,1828,2355,2293,"Work"
1,1,"Subj_1_Sample_1",215,1872,2318,2344,"Work"
1,1,"Subj_1_Sample_1",216,1999,2335,2249,"Work"
1,1,"Subj_1_Sample_1",217,1956,2386,2131,"Work"
1,1,"Subj_1_Sample_1",218,1887,2375,2121,"Work"
1,1,"Subj_1_Sample_1",219,1883,2373,2102,"Work"
1,1,"Subj_1_Sample_1",220,1902,2327,2195,"Work"
1,1,"Subj_1_Sample_1",221,2009,2267,2300,"Work"
1,1,"Subj_1_Sample_1",222,1948,2323,2300,"Work"
1,1,"Subj_1_Sample_1",223,1914,2361,2231,"Work"
1,1,"Subj_1_Sample_1",224,1982,2391,2129,"Work"
1,1,"Subj_1_Sample_1",225,2009,2393,2071,"Work"
1,1,"Subj_1_Sample_1",226,1935,2361,2119,"Work"
1,1,"Subj_1_Sample_1",227,1899,2298,2303,"Work"
1,1,"Subj_1_Sample_1",228,1963,2323,2372,"Work"
1,1,"Subj_1_Sample_1",229,1965,2389,2240,"Work"
1,1,"Subj_1_Sample_1",230,1915,2395,2176,"Work"
1,1,"Subj_1_Sample_1",231,1980,2324,2067,"Work"
1,1,"Subj_1_Sample_1",232,2018,2514,2027,"Work"
1,1,"Subj_1_Sample_1",233,1857,2298,2152,"Work"
1,1,"Subj_1_Sample_1",234,2009,2306,2345,"Work"
1,1,"Subj_1_Sample_1",235,1961,2316,2328,"Work"
1,1,"Subj_1_Sample_1",236,2000,2362,2103,"Work"
1,1,"Subj_1_Sample_1",237,2062,2369,1995,"Work"
1,1,"Subj_1_Sample_1",238,2054,2342,2096,"Work"
1,1,"Subj_1_Sample_1",239,2118,2305,2204,"Work"
1,1,"Subj_1_Sample_1",240,1834,2340,2249,"Work"
1,1,"Subj_1_Sample_1",241,1889,2336,2242,"Work"
1,1,"Subj_1_Sample_1",242,1987,2311,2222,"Work"
1,1,"Subj_1_Sample_1",243,1834,2352,2215,"Work"
1,1,"Subj_1_Sample_1",244,1915,2313,2149,"Work"
1,1,"Subj_1_Sample_1",245,2051,2295,2207,"Work"
1,1,"Subj_1_Sample_1",246,2081,2309,2270,"Work"
1,1,"Subj_1_Sample_1",247,2021,2343,2287,"Work"
1,1,"Subj_1_Sample_1",248,1974,2378,2194,"Work"
1,1,"Subj_1_Sample_1",249,1999,2441,2067,"Work"
1,1,"Subj_1_Sample_1",250,1912,2447,1983,"Work"
1,1,"Subj_1_Sample_1",251,1802,2404,2038,"Work"
1,1,"Subj_1_Sample_1",252,1980,2308,2216,"Work"
1,1,"Subj_1_Sample_1",253,2067,2254,2386,"Work"
1,1,"Subj_1_Sample_1",254,1966,2289,2343,"Work"
1,1,"Subj_1_Sample_1",255,1939,2369,2160,"Work"
1,1,"Subj_1_Sample_1",256,1992,2381,2143,"Work"
1,1,"Subj_1_Sample_1",257,2007,2364,2207,"Work"
1,1,"Subj_1_Sample_1",258,2014,2395,2198,"Work"
1,1,"Subj_1_Sample_1",259,1988,2411,2152,"Work"
1,1,"Subj_1_Sample_1",260,1957,2381,2254,"Work"
1,1,"Subj_1_Sample_1",261,1808,2379,2281,"Work"
1,1,"Subj_1_Sample_1",262,1846,2275,2206,"Work"
1,1,"Subj_1_Sample_1",263,1959,2274,2197,"Work"
1,1,"Subj_1_Sample_1",264,2019,2283,2167,"Work"
1,1,"Subj_1_Sample_1",265,2074,2197,2157,"Work"
1,1,"Subj_1_Sample_1",266,2071,2411,2206,"Work"
1,1,"Subj_1_Sample_1",267,2003,2349,2169,"Work"
1,1,"Subj_1_Sample_1",268,1938,2351,2166,"Work"
1,1,"Subj_1_Sample_1",269,1897,2347,2167,"Work"
1,1,"Subj_1_Sample_1",270,1909,2349,2189,"Work"
1,1,"Subj_1_Sample_1",271,1916,2350,2209,"Work"
1,1,"Subj_1_Sample_1",272,1927,2352,2216,"Work"
1,1,"Subj_1_Sample_1",273,1930,2369,2208,"Work"
1,1,"Subj_1_Sample_1",274,1940,2354,2177,"Work"
1,1,"Subj_1_Sample_1",275,1962,2337,2170,"Work"
1,1,"Subj_1_Sample_1",276,1947,2348,2185,"Work"
1,1,"Subj_1_Sample_1",277,1937,2347,2196,"Work"
1,1,"Subj_1_Sample_1",278,1924,2344,2197,"Work"
1,1,"Subj_1_Sample_1",279,1920,2314,2198,"Work"
1,1,"Subj_1_Sample_1",280,1929,2297,2207,"Work"
1,1,"Subj_1_Sample_1",281,1949,2294,2220,"Work"
1,1,"Subj_1_Sample_1",282,1968,2264,2219,"Work"
1,1,"Subj_1_Sample_1",283,1983,2298,2219,"Work"
1,1,"Subj_1_Sample_1",284,2000,2387,2210,"Work"
1,1,"Subj_1_Sample_1",285,2036,2522,2172,"Work"
1,1,"Subj_1_Sample_1",286,2054,2552,1990,"Work"
1,1,"Subj_1_Sample_1",287,2070,2459,2014,"Work"
1,1,"Subj_1_Sample_1",288,1979,2357,2070,"Work"
1,1,"Subj_1_Sample_1",289,1990,2377,2096,"Work"
1,1,"Subj_1_Sample_1",290,1991,2386,2055,"Work"
1,1,"Subj_1_Sample_1",291,1954,2381,2034,"Work"
1,1,"Subj_1_Sample_1",292,1965,2413,2065,"Work"
1,1,"Subj_1_Sample_1",293,1981,2373,2051,"Work"
1,1,"Subj_1_Sample_1",294,1999,2398,2041,"Work"
1,1,"Subj_1_Sample_1",295,2005,2419,2041,"Work"
1,1,"Subj_1_Sample_1",296,2011,2359,2028,"Work"
1,1,"Subj_1_Sample_1",297,1962,2370,2044,"Work"
1,1,"Subj_1_Sample_1",298,1984,2376,2068,"Work"
1,1,"Subj_1_Sample_1",299,2091,2305,2031,"Work"
1,1,"Subj_1_Sample_1",300,2111,2413,2097,"Work"
1,1,"Subj_1_Sample_1",301,1875,2301,2079,"Work"
1,1,"Subj_1_Sample_1",302,1808,2343,2055,"Work"
1,1,"Subj_1_Sample_1",303,1842,2340,1978,"Work"
1,1,"Subj_1_Sample_1",304,1968,2343,1958,"Work"
1,1,"Subj_1_Sample_1",305,1976,2363,1960,"Work"
1,1,"Subj_1_Sample_1",306,1961,2365,1969,"Work"
1,1,"Subj_1_Sample_1",307,1977,2364,1991,"Work"
1,1,"Subj_1_Sample_1",308,1981,2355,2007,"Work"
1,1,"Subj_1_Sample_1",309,1982,2390,2011,"Work"
1,1,"Subj_1_Sample_1",310,1982,2413,2013,"Work"
1,1,"Subj_1_Sample_1",311,1979,2405,2031,"Work"
1,1,"Subj_1_Sample_1",312,2009,2377,2045,"Work"
1,1,"Subj_1_Sample_1",313,1989,2365,2038,"Work"
1,1,"Subj_1_Sample_1",314,1977,2434,2033,"Work"
1,1,"Subj_1_Sample_1",315,1984,2399,2035,"Work"
1,1,"Subj_1_Sample_1",316,1984,2409,2040,"Work"
1,1,"Subj_1_Sample_1",317,1985,2399,2048,"Work"
1,1,"Subj_1_Sample_1",318,1987,2382,2062,"Work"
1,1,"Subj_1_Sample_1",319,1977,2390,2071,"Work"
1,1,"Subj_1_Sample_1",320,1973,2387,2059,"Work"
1,1,"Subj_1_Sample_1",321,1986,2396,2057,"Work"
1,1,"Subj_1_Sample_1",322,1974,2427,2053,"Work"
1,1,"Subj_1_Sample_1",323,1974,2415,2036,"Work"
1,1,"Subj_1_Sample_1",324,1942,2409,2039,"Work"
1,1,"Subj_1_Sample_1",325,1934,2386,2054,"Work"
1,1,"Subj_1_Sample_1",326,1959,2396,2048,"Work"
1,1,"Subj_1_Sample_1",327,1950,2406,2034,"Work"
1,1,"Subj_1_Sample_1",328,1954,2416,2030,"Work"
1,1,"Subj_1_Sample_1",329,1956,2410,2027,"Work"
1,1,"Subj_1_Sample_1",330,1961,2403,2038,"Work"
1,1,"Subj_1_Sample_1",331,1951,2401,2049,"Work"
1,1,"Subj_1_Sample_1",332,1969,2384,2054,"Work"
1,1,"Subj_1_Sample_1",333,1943,2381,2055,"Work"
1,1,"Subj_1_Sample_1",334,1922,2409,2049,"Work"
1,1,"Subj_1_Sample_1",335,1912,2383,2037,"Work"
1,1,"Subj_1_Sample_1",336,1923,2405,2048,"Work"
1,1,"Subj_1_Sample_1",337,2034,2374,2059,"Work"
1,1,"Subj_1_Sample_1",338,1939,2387,2062,"Work"
1,1,"Subj_1_Sample_1",339,1935,2392,2046,"Work"
1,1,"Subj_1_Sample_1",340,1915,2348,2058,"Work"
1,1,"Subj_1_Sample_1",341,1915,2349,2060,"Work"
1,1,"Subj_1_Sample_1",342,1900,2344,2059,"Work"
1,1,"Subj_1_Sample_1",343,1922,2373,2071,"Work"
1,1,"Subj_1_Sample_1",344,1937,2390,2066,"Work"
1,1,"Subj_1_Sample_1",345,1938,2374,2056,"Work"
1,1,"Subj_1_Sample_1",346,1936,2372,2046,"Work"
1,1,"Subj_1_Sample_1",347,1905,2379,2050,"Work"
1,1,"Subj_1_Sample_1",348,1960,2431,2065,"Work"
1,1,"Subj_1_Sample_1",349,1963,2402,2062,"Work"
1,1,"Subj_1_Sample_1",350,1984,2430,2061,"Work"
1,1,"Subj_1_Sample_1",351,1983,2455,2060,"Work"
1,1,"Subj_1_Sample_1",352,1939,2357,2034,"Work"
1,1,"Subj_1_Sample_1",353,1923,2373,2039,"Work"
1,1,"Subj_1_Sample_1",354,1959,2474,2070,"Work"
1,1,"Subj_1_Sample_1",355,1953,2427,2069,"Work"
1,1,"Subj_1_Sample_1",356,1894,2323,2043,"Work"
1,1,"Subj_1_Sample_1",357,1949,2368,2061,"Work"
1,1,"Subj_1_Sample_1",358,1952,2378,2046,"Work"
1,1,"Subj_1_Sample_1",359,1989,2409,2037,"Work"
1,1,"Subj_1_Sample_1",360,1978,2374,2029,"Work"
1,1,"Subj_1_Sample_1",361,1859,2302,2018,"Work"
1,1,"Subj_1_Sample_1",362,1906,2387,2082,"Work"
1,1,"Subj_1_Sample_1",363,1943,2415,2078,"Work"
1,1,"Subj_1_Sample_1",364,1929,2413,2064,"Work"
1,1,"Subj_1_Sample_1",365,1964,2449,2055,"Work"
1,1,"Subj_1_Sample_1",366,1981,2411,2039,"Work"
1,1,"Subj_1_Sample_1",367,1888,2353,2019,"Work"
1,1,"Subj_1_Sample_1",368,1892,2405,2059,"Work"
1,1,"Subj_1_Sample_1",369,1938,2388,2056,"Work"
1,1,"Subj_1_Sample_1",370,1941,2356,2032,"Work"
1,1,"Subj_1_Sample_1",371,1935,2373,2023,"Work"
1,1,"Subj_1_Sample_1",372,1924,2386,2022,"Work"
1,1,"Subj_1_Sample_1",373,1930,2380,2040,"Work"
1,1,"Subj_1_Sample_1",374,1937,2384,2042,"Work"
1,1,"Subj_1_Sample_1",375,1950,2377,2041,"Work"
1,1,"Subj_1_Sample_1",376,1969,2388,2048,"Work"
1,1,"Subj_1_Sample_1",377,1979,2397,2044,"Work"
1,1,"Subj_1_Sample_1",378,1979,2397,2043,"Work"
1,1,"Subj_1_Sample_1",379,1970,2385,2033,"Work"
1,1,"Subj_1_Sample_1",380,1938,2377,2029,"Work"
1,1,"Subj_1_Sample_1",381,1927,2389,2050,"Work"
1,1,"Subj_1_Sample_1",382,1935,2395,2074,"Work"
1,1,"Subj_1_Sample_1",383,1929,2350,2100,"Work"
1,1,"Subj_1_Sample_1",384,1924,2347,2116,"Work"
1,1,"Subj_1_Sample_1",385,1938,2377,2129,"Work"
1,1,"Subj_1_Sample_1",386,1959,2391,2147,"Work"
1,1,"Subj_1_Sample_1",387,1984,2374,2142,"Work"
1,1,"Subj_1_Sample_1",388,1981,2372,2125,"Work"
1,1,"Subj_1_Sample_1",389,1967,2386,2123,"Work"
1,1,"Subj_1_Sample_1",390,1969,2386,2142,"Work"
1,1,"Subj_1_Sample_1",391,1973,2381,2164,"Work"
1,1,"Subj_1_Sample_1",392,1977,2393,2155,"Work"
1,1,"Subj_1_Sample_1",393,1967,2386,2133,"Work"
1,1,"Subj_1_Sample_1",394,1953,2370,2126,"Work"
1,1,"Subj_1_Sample_1",395,1957,2377,2144,"Work"
1,1,"Subj_1_Sample_1",396,1949,2372,2154,"Work"
1,1,"Subj_1_Sample_1",397,1973,2379,2156,"Work"
1,1,"Subj_1_Sample_1",398,1981,2375,2149,"Work"
1,1,"Subj_1_Sample_1",399,1962,2366,2143,"Work"
1,1,"Subj_1_Sample_1",400,1940,2368,2151,"Work"
1,1,"Subj_1_Sample_1",401,1936,2371,2153,"Work"
1,1,"Subj_1_Sample_1",402,1939,2379,2154,"Work"
1,1,"Subj_1_Sample_1",403,1943,2379,2154,"Work"
1,1,"Subj_1_Sample_1",404,1942,2363,2157,"Work"
1,1,"Subj_1_Sample_1",405,1943,2343,2145,"Work"
1,1,"Subj_1_Sample_1",406,1959,2357,2162,"Work"
1,1,"Subj_1_Sample_1",407,1963,2366,2167,"Work"
1,1,"Subj_1_Sample_1",408,1973,2373,2171,"Work"
1,1,"Subj_1_Sample_1",409,1975,2380,2169,"Work"
1,1,"Subj_1_Sample_1",410,1972,2375,2163,"Work"
1,1,"Subj_1_Sample_1",411,1987,2373,2154,"Work"
1,1,"Subj_1_Sample_1",412,1970,2372,2146,"Work"
1,1,"Subj_1_Sample_1",413,1973,2373,2142,"Work"
1,1,"Subj_1_Sample_1",414,1957,2379,2139,"Work"
1,1,"Subj_1_Sample_1",415,1958,2370,2143,"Work"
1,1,"Subj_1_Sample_1",416,1953,2359,2130,"Work"
1,1,"Subj_1_Sample_1",417,1946,2344,2123,"Work"
1,1,"Subj_1_Sample_1",418,1946,2346,2103,"Work"
1,1,"Subj_1_Sample_1",419,1948,2370,2113,"Work"
1,1,"Subj_1_Sample_1",420,1939,2384,2131,"Work"
1,1,"Subj_1_Sample_1",421,1945,2382,2139,"Work"
