"day","num_rides"
"2018-04-13","6579"
"2018-04-14","1438"
"2018-04-15","1306"
"2018-04-16","4333"
"2018-04-17","7064"
"2018-04-18","5054"
"2018-04-19","7762"
"2018-04-20","9496"
"2018-04-21","5598"
"2018-04-22","7186"
"2018-04-23","9286"
"2018-04-24","10628"
"2018-04-25","9161"
"2018-04-26","10911"
"2018-04-27","8578"
"2018-04-28","6089"
"2018-04-29","7015"
"2018-04-30","13987"
"2018-05-01","15610"
"2018-05-02","12303"
"2018-05-03","9071"
"2018-05-04","14054"
"2018-05-05","16381"
"2018-05-06","10488"
"2018-05-07","14501"
"2018-05-08","16842"
"2018-05-09","11160"
"2018-05-10","13803"
"2018-05-11","8343"
"2018-05-12","4665"
"2018-05-13","6454"
"2018-05-14","8454"
"2018-05-15","12321"
"2018-05-16","15670"
"2018-05-17","13260"
"2018-05-18","10914"
"2018-05-19","9696"
"2018-05-20","4484"
"2018-05-21","5448"
"2018-05-22","13249"
"2018-05-23","16449"
"2018-05-24","17600"
"2018-05-25","17339"
"2018-05-26","17861"
"2018-05-27","18478"
"2018-05-28","17309"
"2018-05-29","16933"
"2018-05-30","13873"
"2018-05-31","18137"
"2018-06-01","15368"
"2018-06-02","13378"
"2018-06-03","16823"
"2018-06-04","18520"
"2018-06-05","15717"
"2018-06-06","17181"
"2018-06-07","18125"
"2018-06-08","14109"
"2018-06-09","12661"
"2018-06-10","6404"
"2018-06-11","12235"
"2018-06-12","15974"
"2018-06-13","18477"
"2018-06-14","17658"
"2018-06-15","18221"
"2018-06-16","17939"
"2018-06-17","12901"
"2018-06-18","13838"
"2018-06-19","16034"
"2018-06-20","17526"
"2018-06-21","6735"
"2018-06-22","8046"
"2018-06-23","17995"
"2018-06-24","18506"
"2018-06-25","17385"
"2018-06-26","13276"
"2018-06-27","17566"
"2018-06-28","18097"
"2018-06-29","16588"
"2018-06-30","15136"
"2018-07-01","11652"
"2018-07-02","18616"
"2018-07-03","18108"
"2018-07-04","15513"
"2018-07-05","14231"
"2018-07-06","19229"
"2018-07-07","20018"
"2018-07-08","17734"
"2018-07-09","17549"
"2018-07-10","18316"
"2018-07-11","18856"
"2018-07-12","18256"
"2018-07-13","18047"
"2018-07-14","12338"
"2018-07-15","16564"
"2018-07-16","16695"
"2018-07-17","18705"
"2018-07-18","19768"
"2018-07-19","19112"
"2018-07-20","14854"
"2018-07-21","15114"
"2018-07-22","10755"
"2018-07-23","19456"
"2018-07-24","19741"
"2018-07-25","19732"
"2018-07-26","19892"
"2018-07-27","19712"
"2018-07-28","20663"
"2018-07-29","18225"
"2018-07-30","19782"
"2018-07-31","17470"
"2018-08-01","19192"
"2018-08-02","19916"
"2018-08-03","19790"
"2018-08-04","17783"
"2018-08-05","15419"
"2018-08-06","15206"
"2018-08-07","14467"
"2018-08-08","19929"
"2018-08-09","17646"
"2018-08-10","19250"
"2018-08-11","20204"
"2018-08-12","17961"
"2018-08-13","18860"
"2018-08-14","19185"
"2018-08-15","15556"
"2018-08-16","18183"
"2018-08-17","17607"
"2018-08-18","18280"
"2018-08-19","17123"
"2018-08-20","13021"
"2018-08-21","16341"
"2018-08-22","18858"
"2018-08-23","18993"
"2018-08-24","14131"
"2018-08-25","15969"
"2018-08-26","14106"
"2018-08-27","16289"
"2018-08-28","13075"
"2018-08-29","14344"
"2018-08-30","17931"
"2018-08-31","16140"
"2018-09-01","8649"
"2018-09-02","16595"
"2018-09-03","9163"
"2018-09-04","15908"
"2018-09-05","14771"
"2018-09-06","9783"
"2018-09-07","12908"
"2018-09-08","11891"
"2018-09-09","11586"
"2018-09-10","16576"
"2018-09-11","18223"
"2018-09-12","18407"
"2018-09-13","18068"
"2018-09-14","18572"
"2018-09-15","17580"
"2018-09-16","14916"
"2018-09-17","18237"
"2018-09-18","16357"
"2018-09-19","15425"
"2018-09-20","16984"
"2018-09-21","16685"
"2018-09-22","14524"
"2018-09-23","13542"
"2018-09-24","15084"
"2018-09-25","12787"
"2018-09-26","16513"
"2018-09-27","16697"
"2018-09-28","11031"
"2018-09-29","11357"
"2018-09-30","9293"
"2018-10-01","14865"
"2018-10-02","15178"
"2018-10-03","16852"
"2018-10-04","14322"
"2018-10-05","9710"
"2018-10-06","8454"
"2018-10-07","7960"
"2018-10-08","16063"
"2018-10-09","16495"
"2018-10-10","12018"
"2018-10-11","12165"
"2018-10-12","9478"
"2018-10-13","8271"
"2018-10-14","8622"
"2018-10-15","10600"
"2018-10-16","11785"
"2018-10-17","11669"
"2018-10-18","12644"
"2018-10-19","9668"
"2018-10-20","5840"
"2018-10-21","6520"
"2018-10-22","12653"
"2018-10-23","12026"
"2018-10-24","11308"
"2018-10-25","11194"
"2018-10-26","10993"
"2018-10-27","7709"
"2018-10-28","4629"
"2018-10-29","11426"
"2018-10-30","12178"
"2018-10-31","11645"
"2018-11-01","10982"
"2018-11-02","10174"
"2018-11-03","7416"
"2018-11-04","2340"
"2018-11-05","9684"
"2018-11-06","8917"
"2018-11-07","8696"
"2018-11-08","9052"
"2018-11-09","5725"
"2018-11-10","3558"
"2018-11-11","3682"
"2018-11-12","6781"
"2018-11-13","6523"
"2018-11-14","7133"
"2018-11-15","6210"
"2018-11-16","7325"
"2018-11-17","2491"
"2018-11-18","3460"
"2018-11-19","6765"
"2018-11-20","6429"
"2018-11-21","5050"
"2018-11-22","1294"
"2018-11-23","2824"
"2018-11-24","3059"
"2018-11-25","1374"
"2018-11-26","1873"
"2018-11-27","3837"
"2018-11-28","4534"
"2018-11-29","5309"
"2018-11-30","6277"
"2018-12-01","1713"
"2018-12-02","2542"
"2018-12-03","5306"
"2018-12-04","6152"
"2018-12-05","6008"
"2018-12-06","5946"
"2018-12-07","4915"
"2018-12-08","2777"
"2018-12-09","2914"
"2018-12-10","5684"
"2018-12-11","6270"
"2018-12-12","6417"
"2018-12-13","5934"
"2018-12-14","5870"
"2018-12-15","4079"
"2018-12-16","4072"
"2018-12-17","6884"
"2018-12-18","6941"
"2018-12-19","7242"
"2018-12-20","6551"
"2018-12-21","4536"
"2018-12-22","2252"
"2018-12-23","1814"
"2018-12-24","1743"
"2018-12-25","1209"
"2018-12-26","3546"
"2018-12-27","2332"
"2018-12-28","3215"
"2018-12-29","1340"
"2018-12-30","1586"
"2018-12-31","1182"
"2019-01-01","1312"
"2019-01-02","4170"
"2019-01-03","5618"
"2019-01-04","6793"
"2019-01-05","6179"
"2019-01-06","3677"
"2019-01-07","4731"
"2019-01-08","6951"
"2019-01-09","5100"
"2019-01-10","5245"
"2019-01-11","5750"
"2019-01-12","1394"
"2019-01-13","1759"
"2019-01-14","5074"
"2019-01-15","5246"
"2019-01-16","5725"
"2019-01-17","5682"
"2019-01-18","4993"
"2019-01-19","528"
"2019-01-20","757"
"2019-01-21","1646"
"2019-01-22","2883"
"2019-01-23","2995"
"2019-01-24","3210"
"2019-01-25","1726"
"2019-01-26","826"
"2019-01-27","708"
"2019-01-28","1034"
"2019-01-29","1041"
"2019-01-30","165"
"2019-01-31","354"
"2019-02-01","1790"
"2019-02-02","1905"
"2019-02-03","2582"
"2019-02-04","5594"
"2019-02-05","5248"
"2019-02-06","5484"
"2019-02-07","3956"
"2019-02-08","2882"
"2019-02-09","1948"
"2019-02-10","1417"
"2019-02-11","4071"
"2019-02-12","2368"
"2019-02-13","3681"
"2019-02-14","5710"
"2019-02-15","3748"
"2019-02-16","2240"
"2019-02-17","1002"
"2019-02-18","2227"
"2019-02-19","4539"
"2019-02-20","3393"
"2019-02-21","5031"
"2019-02-22","5253"
"2019-02-23","1314"
"2019-02-24","1386"
"2019-02-25","3878"
"2019-02-26","4183"
"2019-02-27","4790"
"2019-02-28","4566"
"2019-03-01","4989"
"2019-03-02","2443"
"2019-03-03","1649"
"2019-03-04","2721"
"2019-03-05","3556"
"2019-03-06","4395"
"2019-03-07","4754"
"2019-03-08","4992"
"2019-03-09","2085"
"2019-03-10","2263"
"2019-03-11","6235"
"2019-03-12","7815"
"2019-03-13","6354"
"2019-03-14","6887"
"2019-03-15","5510"
"2019-03-16","4243"
"2019-03-17","4544"
"2019-03-18","7020"
"2019-03-19","8543"
"2019-03-20","4970"
"2019-03-21","6555"
"2019-03-22","6971"
"2019-03-23","6668"
"2019-03-24","3251"
"2019-03-25","6168"
"2019-03-26","7320"
"2019-03-27","9192"
"2019-03-28","9335"
"2019-03-29","7650"
"2019-03-30","3529"
"2019-03-31","3004"
"2019-04-01","7560"
"2019-04-02","8696"
"2019-04-03","9217"
"2019-04-04","4675"
"2019-04-05","8616"
"2019-04-06","10132"
"2019-04-07","6604"
"2019-04-08","13947"
"2019-04-09","13327"
"2019-04-10","6212"
"2019-04-11","8699"
"2019-04-12","8604"
"2019-04-13","8363"
"2019-04-14","692"
"2019-04-15","8706"
"2019-04-16","12179"
"2019-04-17","12467"
"2019-04-18","6478"
"2019-04-19","6515"
"2019-04-20","8152"
"2019-04-21","13159"
"2019-04-22","14617"
"2019-04-23","11029"
"2019-04-24","12080"
"2019-04-25","12646"
"2019-04-26","13726"
"2019-04-27","1633"
"2019-04-28","6635"
"2019-04-29","5169"
"2019-04-30","4775"
"2019-05-01","8854"
"2019-05-02","6064"
"2019-05-03","10254"
"2019-05-04","11370"
"2019-05-05","16370"
"2019-05-06","10751"
"2019-05-07","8073"
"2019-05-08","10803"
"2019-05-09","11687"
"2019-05-10","11441"
"2019-05-11","5125"
"2019-05-12","4939"
"2019-05-13","12645"
"2019-05-14","14973"
"2019-05-15","16457"
"2019-05-16","13987"
"2019-05-17","9201"
"2019-05-18","10365"
"2019-05-19","9514"
"2019-05-20","12202"
"2019-05-21","8386"
"2019-05-22","17102"
"2019-05-23","17999"
"2019-05-24","11301"
"2019-05-25","16482"
"2019-05-26","12761"
"2019-05-27","7323"
"2019-05-28","10875"
"2019-05-29","14717"
"2019-05-30","16271"
"2019-05-31","19166"
"2019-06-01","11292"
"2019-06-02","16173"
"2019-06-03","15350"
"2019-06-04","15878"
"2019-06-05","16804"
"2019-06-06","16804"
"2019-06-07","18401"
"2019-06-08","18766"
"2019-06-09","9638"
"2019-06-10","17641"
"2019-06-11","19054"
"2019-06-12","11725"
"2019-06-13","14815"
"2019-06-14","18933"
"2019-06-15","7676"
"2019-06-16","9510"
"2019-06-17","15283"
"2019-06-18","17358"
"2019-06-19","13894"
"2019-06-20","13453"
"2019-06-21","17939"
"2019-06-22","19941"
"2019-06-23","11105"
"2019-06-24","15249"
"2019-06-25","20484"
"2019-06-26","19872"
"2019-06-27","19142"
"2019-06-28","17915"
"2019-06-29","21418"
"2019-06-30","13882"
"2019-07-01","19281"
"2019-07-02","15708"
"2019-07-03","18138"
"2019-07-04","17174"
"2019-07-05","16562"
"2019-07-06","18487"
"2019-07-07","13055"
"2019-07-08","14373"
"2019-07-09","19666"
"2019-07-10","18099"
"2019-07-11","18724"
"2019-07-12","20870"
"2019-07-13","20574"
"2019-07-14","19625"
"2019-07-15","18368"
"2019-07-16","16133"
"2019-07-17","17965"
"2019-07-18","12895"
"2019-07-19","16420"
"2019-07-20","15600"
"2019-07-21","12589"
"2019-07-22","19826"
"2019-07-23","20444"
"2019-07-24","20743"
"2019-07-25","20664"
"2019-07-26","20208"
"2019-07-27","20717"
"2019-07-28","17742"
"2019-07-29","15073"
"2019-07-30","20724"
"2019-07-31","20868"
"2019-08-01","20957"
"2019-08-02","21777"
"2019-08-03","23002"
"2019-08-04","19955"
"2019-08-05","19865"
"2019-08-06","20224"
"2019-08-07","21182"
"2019-08-08","21506"
"2019-08-09","21320"
"2019-08-10","22295"
"2019-08-11","17500"
"2019-08-12","13007"
"2019-08-13","19085"
"2019-08-14","18295"
"2019-08-15","20723"
"2019-08-16","19799"
"2019-08-17","14822"
"2019-08-18","14136"
"2019-08-19","19618"
"2019-08-20","15744"
"2019-08-21","19374"
"2019-08-22","20889"
"2019-08-23","20779"
"2019-08-24","21589"
"2019-08-25","17678"
"2019-08-26","10277"
"2019-08-27","19595"
"2019-08-28","19677"
"2019-08-29","19328"
"2019-08-30","18825"
"2019-08-31","17361"
"2019-09-01","16751"
"2019-09-02","18934"
"2019-09-03","13481"
"2019-09-04","18383"
"2019-09-05","20129"
"2019-09-06","17138"
"2019-09-07","18704"
"2019-09-08","10430"
"2019-09-09","17027"
"2019-09-10","18278"
"2019-09-11","18079"
"2019-09-12","17715"
"2019-09-13","16447"
"2019-09-14","20696"
"2019-09-15","13371"
"2019-09-16","17615"
"2019-09-17","18969"
"2019-09-18","19463"
"2019-09-19","19532"
"2019-09-20","19849"
"2019-09-21","14369"
"2019-09-22","6901"
"2019-09-23","18694"
"2019-09-24","19718"
"2019-09-25","18299"
"2019-09-26","19256"
"2019-09-27","9091"
"2019-09-28","9362"
"2019-09-29","8282"
"2019-09-30","18256"
